phase,q_len,kv_len,batch,n_heads,n_kv_heads,head_dim,causal,source
decode,1,2048,128,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,2048,256,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,2048,320,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,1,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,2,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,4,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,8,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,16,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,32,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,64,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,128,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,256,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,4096,320,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,1,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,2,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,4,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,8,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,16,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,32,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,64,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,128,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,256,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,8192,320,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,1,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,2,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,4,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,8,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,16,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,32,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,64,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,128,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,256,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,16384,320,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,1,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,2,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,4,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,8,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,16,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,32,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,64,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,128,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,256,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,32768,320,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,1,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,2,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,4,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,8,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,16,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,32,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,64,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,128,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,256,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,65536,320,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,1,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,2,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,4,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,8,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,16,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,32,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,64,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,128,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,256,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
decode,1,131072,320,7,1,128,1,"Qwen3.5-9B/tp4,Yi-1.5-34B/tp8"
prefill,128,128,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,256,256,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,512,512,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,1024,1024,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,2048,2048,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,4096,4096,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,8192,8192,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,16384,16384,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,32768,32768,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,65536,65536,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
prefill,131072,131072,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,128,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,128,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,128,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,128,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,256,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,256,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,256,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,256,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,512,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,512,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,512,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,512,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,1024,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,1024,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,1024,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,1024,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,2048,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,2048,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,2048,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,2048,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,4096,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,4096,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,4096,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,4096,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,8192,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,8192,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,8192,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,8192,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,16384,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,16384,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,16384,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,16384,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,32768,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,32768,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,32768,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,32768,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,65536,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,65536,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,65536,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,65536,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,131072,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,131072,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,131072,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,1,131072,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,128,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,128,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,128,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,128,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,256,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,256,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,256,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,256,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,512,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,512,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,512,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,512,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,1024,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,1024,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,1024,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,1024,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,2048,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,2048,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,2048,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,2048,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,4096,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,4096,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,4096,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,4096,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,8192,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,8192,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,8192,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,8192,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,16384,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,16384,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,16384,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,16384,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,32768,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,32768,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,32768,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,32768,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,65536,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,65536,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,65536,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,65536,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,131072,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,131072,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,131072,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,2,131072,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,128,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,128,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,128,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,128,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,256,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,256,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,256,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,256,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,512,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,512,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,512,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,512,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,1024,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,1024,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,1024,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,1024,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,2048,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,2048,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,2048,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,2048,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,4096,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,4096,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,4096,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,4096,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,8192,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,8192,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,8192,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,8192,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,16384,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,16384,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,16384,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,16384,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,32768,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,32768,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,32768,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,32768,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,65536,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,65536,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,65536,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,65536,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,131072,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,131072,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,131072,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,4,131072,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,128,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,128,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,128,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,128,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,256,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,256,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,256,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,256,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,512,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,512,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,512,4,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,512,8,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,1024,1,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
cached_prefill,8,1024,2,8,1,128,1,"Llama-3.1-70B/tp8,Llama-3.3-70B/tp8,Qwen2.5-72B/tp8"
